id,tweet
146190,It's Friday &amp;I'm headed home 2 LA on @VirginAmerica  from SFO.. Clear skies &amp; a cosy home with 4 quadrupeds  &amp; an 18 yr old will be waiting.
44932,@VirginAmerica hi did I miss the 40% off sale if I'm on east coast time? or do I have 17 more minutes go get to a computer??? #fomo
170187,How could @united kick off a mom and baby because of crying? You guys are just huge a$$holes.  #UnitedAirlines #motherhaters #boycottunited
74092,@VirginAmerica Hi. any way you can hint when the next promo code is coming out? Need to book a flight for April. not sure if I should wait
121159,@SouthwestAir SW employee tonight at the Phoenix Airport big man making an 8yr old girl cry.. #rude discourteous
103382,Can't stand the cold? Leave! My round trip ticket to Los Angles this week on @JetBlue was $291! Round trip! http://t.co/fa61BPcX8y
85058,Pic of me in an @AmericanAir 738 coming back from Mexico. I don't know what I miss more-flying or Mexico!! #idk http://t.co/jxCJVNo7Dn
114506,"Wait. @SouthwestAir. age 2+up = an adult? Kids. when mom tries to send you to bed. say ""Southwest says I'm an adult!"" http://t.co/0SCy4FVDAn"
99079,Stressful stressful stressful travel day with @AmericanAir out of @iflymia. I know I deserve it.
154253,@Hoorge @united Glad to hear you finally made it home. Sorry to hear about all of the travel issues you encountered.
73851,Watching @GlennFarley's report about future @SeaTacAirport expansion. will be sad to see @AlaskaAir &amp; @Delta hangars to eventually go away.
86934,@Delta @DeltaAssist travel next Tuesday from Boston to Brazil and we are going to have a snow storm I worry the flight will be cancelled
6734,Love @JetBlue  I had a problem and it was solved to my satisfaction in 1 day. Luv the Blue  the snacks. flight attendants and leg room
167474,Thank you to @JetBlue flight attendant Sue on the Cleveland to Boston flight for helping me get away from a rude passenger next to me
143129,Missed opportunity : @united Airlines bars security researcher from flight after tweet about #hacking http://t.co/kkvaZZcHOz VIA @guardian
145375,@KrisAndersonTV @JetBlue Bet you can't wait to get back home and ride the T !  #SorryForYourWoes
57927,@jetblue Many thanks for honoring the two slain officers in the way that you have in part by helping ease the suffering of their loved ones.
132262,@SouthwestAir anxiously awaiting my girls trip in 2 weeks but no drink coupons have arrived this year. Sad face. Are they sent annually?
57596,@MoreAndAgain @JetBlue is doing a great thing &amp; you are coming off as very ignorant. Officer Ramos had a family &amp; was killed in cold blood.
39800,@krmarko Ha. that sounds awesome. When I last flew @AlaskaAir it was a great. Sad thing is. @FlyFrontier used to be great too. Not anymore.
841,Really missing the @SouthwestAir morning flight direct to BOS from @CAKairport Any chance it's coming back? #luvcak
56633,Thanks @AlaskaAir for making me hungry and excited by the smell of cheeseburgers then running out of them by row 18. IN-FLIGHT TORTURE
99963,This the official tweet to kill fleek right? Okay great RT @desusnice: Lord RT @JetBlue Our fleet's on fleek. http://t.co/GqRm4z0iad
128655,last saturday we missed our cruise and this saturday we can't get back home because of yall. will NEVER fly with you again!!  @DeltaAssist
77173,Didn't miss a beat. Thx @VirginAmerica Would be awesome though if it didn't fully mute audio feed when PA comes on  http://t.co/GaxiCHUnjb
154680,@AmericanAir really. I can't fly into an alternate city but I can wait until Wednesday to go home???
104085,@United too late! Cant assist w time missed w family. Solved most these issues myself. Hopefully flight back in less than 35hrs is smoother.
132128,Hope my sister gets a cold beer on @AlaskaAir flight 317. Thirsty after the delay. Late night arrival for us.
121099,Shoutout to the @JetBlue workers at MSY right now! They're the silver lining to this delayed flight to JFK. Snacks on snacks on snacks.
87808,Tired of snow? Call @JetBlue! This little guy can't wait to hit the beaches in the DR in just a few short hours :) http://t.co/j3HoTvJuKD
11000,Thanks to helpful &amp; kind @AlaskaAir &amp; @AmericanAir employees at ANC. rebooked into BOS only 45 mins late. despite RAVN woes.
139508,@DoryuuShepherd @SouthwestAir Best of luck on this. hopefully some employee at least plastic wrapped the top on noticing the missing lid :/
102816,@united really? You cant switch the name on a ticket so an 11 yr old can fly safely across the country? You're the worst #GetBailsToDallas
28210,#AmericanAirlinesCHILLOUT @AmericanAir let @jeromejarre post the video!! And sure as hell he doesn't deserve to he arrested!! 
973,@VirginAmerica aint mad at your new safety video!!! &lt;3 g6
111867,@ImNotScottySire @JetBlue  d.a can't keep him waiting fans are waiting for him in NYC
33604,_@JulieAnnSilver: @JetBlue it's true love baby but no wifi!!! http://t.co/XR5XIflfZw_ Safe travels and happy times performing my dear.
141653,Heading to the #MiddleEast via Frankfurt on a delayed @united flight.  Hopefully we get underway soon.  Much work to do. #action speaks
53996,Props to @united's Twitter team for always handling my issues. Reconsidering leaving @United for @AmericanAir after today.
136389,.@united totally missed my flight this morning.  SO EARLY. _  Hoping for some _ at the PDX 
38079,Flew @JetBlue for the 1st time over the weekend &amp; they're pretty great. considering I hate to fly. The TV really helped distract me.
97934,@JetBlue Thanks for taking me back home today despite Pandora's best efforts to cancel the flight. #jetblue #backhome #noplacelikehome
80697,@JetBlue do you all know if you'll be cancelling flights on Wednesday and Thursday as well do to the snow storm. I fly into JFK Thursday.
116150,@egrattan @katiahetter @CNNTravel @united I'll do my best to make sure my baby doesn't kick you but that's about all that's needed
103076,@USAirways You know that we can__t stay no more It ain__t no lie We wanna see you at @AmericanAir  Twitter. bye bye bye http://t.co/xKaGkhIUIj
102746,@AmericanAir sitting in Las Vegas awaiting to celebrate my birthday by flying a red eye from Phoenix assuming I get there
76019,The @united safety video just made a plane full of Seahawks fans en route to Seattle miss the touchdown! #Seahawks
77754,Ahhh so sad I missed the @JetBlue sale today!! Need a warm weather trip Stat...
3364,New airplane paint? New ad campaign? We don't know. We're waiting for the @SouthwestAir event http://t.co/Uj9W2Eeigx
39005,@Filmmiker If @SouthwestAir had direct flights from the East Coast to the West. I'd be down. but 2+ layovers kills me. Otherwise I &lt;3 them!
122706,@AlaskaAir thank you for being so prompt with this issue John
71183,January issue of American Airlines magazine has a story on ADAM LAMBERT singing with Queen. @adamlambert @AmericanAir #Idol
134067,@JetBlue missed out on your $34 round trip to go see my grandmother by 2 minutes. #ALBtoMCO #helpmegoseemygrammy #sad
121202,Waiting for an early morning flight to ORD at the DCA @united Club.  Not too bad a way to start the day... http://t.co/MJIyb7Chdt
80347,Blizzard headed for NY and we are delayed bc we are missing our pilot!!?? Hope he gets here b4 the snow REALLY kicks in! @JetBlue #anxiety
41853,Busiest travel day of the year. Major storm on the east coast. And I get stuck with the plane that has a 6hr mechanical delay. @southwestair
106359,@DeltaAssist Hi There. Any updates on my Delta Status Match? I am flying out tomorrow afternoon. I have been waiting for a month now.
125468,hi @SouthwestAir i know Chicago is having some snow issues but please bring me my girlfriend as soon as possible. I miss her very much.
80560,There is no song more soul-crushing than the country hold-music on @VirginAmerica 's 877 number. Excuse me while I go rock in a corner.
5046,_@KarlTheFog: Hi guys. I'm here now._ thank the lord. I'm on a @VirginAmerica flt home after a week in hot as hell Texas! #karlforpresident
165722,Hoping my upcoming PS flights run smoother than my last trip to JFK and saddened to hear @united killed off compassion fares. #harsh
127756,Best inflight crew I've ever had on @JetBlue  tonight! Never had such a relaxed two-hour delay. I love you guys! #jetbluesofly
137374,"@AlaskaAir Thank you for your ""customer service "" this morning! Almost matches thst of our experience last year ! Stuck in PDX."
37173,@JetBlue Nice promo code for Winter!  As usual screwing families when they can travel!  Nice going!
58749,@JetBlue how do you think cnn is going to twist this into making you guys look bad. Can't wait to see what bull shit they pull @CNNDee
33889,@VirginAmerica Unlimited Talk/Text/Data $35Promo= Amazing. And Thx From A College Student On A Sad Budget...Thx
25721,@AmericanAir Props for responsive Twitter team! Not really a complaint - just a funny visual.
47134,@VirginAmerica hoping you don't cancel my flight tho! SFO bound at 2:45PM. x
72806,Safe travels! RT @Tammileetips: Waiting to board my @AlaskaAir flight to San Francisco.  Hoping there are no fog delays.  #StrangeMagicEvent
103263,@USAirways: You know that we can__t stay no more It ain__t no lie We wanna see you at @AmericanAir  Twitter. bye bye bye Awful to the end.
31499,@AmericanAir #Toast75Years Playing board games while waiting out a weather delay on our way to WDW w/our children -who grew up way too fast.
10630,@DunkinDonuts @JetBlue I would really like to go to New York. New York.  I've never been there and definitely want to visit the 911 memorial
14846,@JetBlue thanks for taking me to see my best friend in denver but can you stop putting me on long ass flights with no wifi :(
15380,will let u know @united. Kudos for doing sthg about #customerExperience . Keep it real and u may win back those u lost to @VirginAmerica
122418,@thepointsguy @united bad smell for sure after killing their frequent flier program this year.
75522,@Pkc808 @AlaskaAir do it..... Wait do u have tickets or do u just want to party
38097,@AmericanAir Sure wish you guys would get my sister to Little Rock from DFW after missing her flight..she flew from Australia..PLEASE!
68711,I think I'll enjoy a little in-flight tweeting thanks to @jetblue's wireless. Not from my laptop. though. because @jfk_int_airport lost it.
64086,Loving the new @united first class seats! Too bad I'm too short to reach the foot rest... 
29656,@BoardingArea @FlyDine I can't wait to try @JetBlue - I dream of low cost carriers like this in Europe!  Roll on 9 May 2015!
97692,Video: jeffglucker: A little late night hyperlapse into #Chicago by way of @United http://t.co/laC7XT8ZS4
129609,"Early morning and late night flights on the newer @SouthwestAir 737s are so much more relaxing with their ""mood lighting"" in the cabin."
703,Nice to see TF Green doing scheduled Europe Flights. Impatiently waiting for my @AlaskaAir flights to the West Coast...
3188,@DesHartsock @AlaskaAir Wow our family flies with Alaska Air all the time. Their flights always leave a little earlier than scheduled.
42316,Wait. is the little boy from #blackishABC the kid from the @VirginAmerica flight video? So cute.
133819,Even though I'm flying Delta I want to thank the nice lady at @AlaskaAir for helping me when my bag broke.
81711,_@airfarewatchdog: NYC #JFK to Los Angeles #LAX $261 round-trip. on @united travel in Feb/March http://t.co/FRUzSysaXO_ need late April _
46934,Repeat: Thank God for salami. homemade kale chips + complimentary wine on @AlaskaAir on a 2 hr delayed flight home to #PDX. #eatingpaleo
56235,@SouthwestAir can't wait they say. teenager already asleep. Lol see ya soon! http://t.co/0M1Edz5WBi
26730,missing my friends at the Admiral's Club and weekly @AmericanAir travels. but it's new product is so bad. I simply can't support it.
168996,Although after reading some of the nonsense people tweet @DeltaAssist. I think I'll pipe down.
111378,@AirlineReporter @VirginAmerica Too bad I can't send her some wine and chocolate for after work. What a day from hell this must be.
166219,@BellKat headed home today on @AlaskaAir from PSP. Sure will miss her. A few more days for me.
30844,@sandboutfitters @mugtang @danhinxmanRGJ @Emerson_Marcus I've switched to Alaska. @SouthwestAir has killed N/S to SEA. PDX. BOI. SLC and Bay
127337,@SouthwestAir So sad that SW has stopped flying direct from Atlanta to Jamaica. Our trip last December on SW was one of the best flights.
59263,@army1man1 @alluneediz1mik3 @JetBlue Or minority cop who killed the unarmed white kid in Utah. On video. shot in 48 seconds of cop arrival
169978,Miss @united having complimentary beers on trans-atlantic by one day tomorrow. Wonder how many I can charge back before secretary tuts at me
6579,Great Day for a quick flight down to JFK with @JetBlue... Funny the cab ride will take longer than the flight http://t.co/RVjvnN2OXk
13076,Props to @United staff. I spent way too much time at O'hare this wknd and never got to Va. Beach. but every gate agent was patient &amp; polite.
52401,well they cant be beat @virginamerica for sure upgraded my seat. THANK YOU. VEGAS HERE WE COME. too bad my homie isnt active duty too
1345,@JetBlue @astoldbymatt wait. this is the best interaction I've read on twitter 
46469,Flew from East Coast to #SF today. w/ delay after delay after delay on @united...reminder: @VirginAmerica is really the way to go.
46470,Flew from East Coast to #SF today. w/ delay after delay after delay on @united...reminder: @VirginAmerica is really the way to go.
35151,Glad to see @AmericanAir listened to complaints about discontinuing meals on some first class and made changes.  Plus upgrade to lite meals.
90283,@AlaskaAir Thanks to this guy ill never fly with you guys. http://t.co/zSYh88aclg
57605,"........ ""@CNNMoney: .@JetBlue offering to fly police to NYC for funerals of 2 NYPD officers killed last weekend"""
53780,Thanks you @bhaynes22 plane got cancelled we will try again tomorrow Appreciate ya  @JetBlue for some great incompetence #xmasvacation
50585,@thomasaugusto @AmericanAir This is stress you guys could of done without hope this gets sorted quickly
87996,@united Any news on flights Monday into Newark? Bad winter weather that day.
78968,@JetBlue thx 4 on tym flyt D plne is ful bt d crew r organizd Wish4gud film drnk snack 4all. Hookitup d snow is sad! http://t.co/MpUk9vPMRf
92270,@JetBlue don't think so. Just waiting it out. But if flight gets cancelled those travel vouchers would be real nice. :D
68896,@dickfundy keep in mind @united he is best friends with the Rock and you don't wanna smell what he's cookin
135340,@united. looking forward to flying soon. had to change my flight to go to your hometown and my $51 credit is missing on email receipt.
33533,@Wh1t3Rabbit @sawaba @AmericanAir @united flew 70k miles this summer on united. I'll also be switching.
151038,@JerzyLuv2A @SheriffClarke Wanted to thank you for your earlier interaction w/ @JetBlue on behalf of LE. Another bad day in my beloved NYPD
134983,Looking down from 40.005 feet and seeing snow for the first time in ages. I must say: I really don't miss that. #onboardwifi @united
77629,Can't believe I missed the @JetBlue deals today. Hopefully they'll have it again
80843,Oh @JetBlue. I know I'm mad at you for taking away first checked bag....but when are you getting Mint on Boston routes?!?
141422,Thankful to done traveling with @FlyFrontier after this weekend. Terrible travel experience. Thankfully @SouthwestAir saved the day.
83911,"Missed opportunity for @SouthwestAir to have a ""wanna get away"" ad featuring Seattle's offensive coordinator. #runLynch #SBcommercials"
50139,Here comes my ride back to LA. Too bad it says @United on the side of it. #UnitedSucks
119704,Great article on the unpleasant @united experience. Glad we have @AlaskaAir in Sea MT @moorehn: http://t.co/6ZKQuC1AVB ht @researchpuzzler
56431,@united shout-out to lost and found team at SFO. got my laptop back which I forgot on the plane.
58052,@JetBlue hi! Thanks for making me miss Christmas Day with my family also s/o to your bitch ass employees. ya really know how to pick em
90000,@JetBlue for the win! Helped me avoid (another) Boston storm and flight delay. You guys rock.
72410,@JetBlue always .....and thanks for the credit. very sweet of you guys. You made it a stress free delay and we landed safe and sound 
73436,New non-stop from Reno to NYC just announced from @JetBlue.  Heck they'll even bring ya back!
17912,I wonder: would @JetBlue kick a journalist off a flight for tweeting what she saw there? http://t.co/7naxmgjBYw You know: reporting? cc @FTC
113836,@DeltaAssist hi. i've run into an issue where i won't be making my outbound on a round trip reservation
55379,Capt. it's cold outside But we can deice It could just be me and you But I've never flown @JetBlue Capt. its cold outside! #JetBlueJingle
2569,"@JetBlue flight777 Boston to Las Vegas. How can you switch the gate at 8:06 PM for an 8:11 PM flight and still list the status as ""On Time""?"
39316,Thank you to @SilverAirways for leaving EARLY (3M 122) &amp; leaving me in FLL. Switching to @JetBlue and reminding staff to book away from 3M.
80737,@JeromeASF @united wait wait wait.... ARE you in NJ. or were you supposed to be?
60722,.@JetBlue how come you didn't fly officers to the funerals Las Vegas police officers killed by Tea Party cop killers? http://t.co/yso7DfSY5z
95120,@AlaskaAir thanks for getting my day off to a bad start! Banish this thing to Portland! Should never do SEA run!   _ http://t.co/UEHX4l5M9E
148414,I can't wait for all of @AmericanAir's lounges to look like this: http://t.co/9kmw1AGXwF via @garyleff.
40948,.@VirginAmerica : I miss the old cartoon safety video. Was calming. This new music video is cute for a minute. but just agitating by the end
22826,"@JetBlue missed a promo... no love for the #mosaic crew? lets play ""give us your best rate"" instead of a 1.5 day tease..."
84242,I've never flown @VirginAmerica before but I'm definitely signing up.  Can't miss out on these bonus miles.
31382,@AmericanAir @PascalDuvier Wait wait wait are we requesting cupcakes or brownies...  Although. I can do both!
119563,Thank you @AlaskaAir for officially making this the WORST BIRTHDAY of my life.
145908,@united Late crew coming into Chicago means 2 hours late into Indy. NOT IMPRESSED.
155417,@dtownsdin @AmericanAir like chips? Hope the crew doesn't have to eat stale chips. That'd just be the worst.
26831,How do I win a free flight?! @JetBlue I need to get to Vegas next Spring &amp; miss traveling your airline. Puhlease! Ty
57610,@CNNMoney: .@JetBlue offering to fly police to NYC for funerals of 2 #NYPD officers killed last weekend
57612,"... _@BrookeObie: ""@CNNMoney: .@JetBlue offering to fly police to NYC for funerals of 2 #NYPD officers killed last weekend""_"
28859,@JetBlue Hi there! I took a trip via JetBlue a few weeks ago and never received an email receipt. Conf #: LTUYKK. Plz help? Thank you!
18689,After missing the @AmericanAir AstroJet a few days before in MIA. I was glad to catch it in LAX. September 2014 http://t.co/OYXqPdL0bt
87727,W/ ft of snow coming to BOS. can passengers call and change flights before they are canceled Mon? Or do we have to wait? @DeltaAssist
90952,@JetBlue Thanks for saving the lives of everyone on flight 1011! Glad the engine problem was on the ground and not in the sky.
128198,@SouthwestAir traveling with 12 year old child who gets ill during flights. You cancel my early board and split us up. #shameonyou
48351,@LEONEMC @AmericanAir you can't complain on twitter. You have to email and wait 2 weeks to hear back
122433,Headed to @NASA_Johnson via @AmericanAir Wednesday !!! I've waited a year for this moment as an Aerospace Scholar! http://t.co/bo0XK2KvQv
127476,@SouthwestAir here are a couple of early birds waiting in line early to board our flight from OKC to Dallas. http://t.co/rIqsgyL13P
6792,@united any possible way I could get a Wednesday flight out of Miami switched to a Wednesday flight out of Tampa?
38555,Photo: Waiting patiently to go home at the @jetblue terminal in West Palm.  by @oliviasagetheakk http://t.co/CRGxwxTCNs
25654,Amazing @JetBlue #custserv Delayed because of bad weather in Boston. Gate agents are providing snacks and checking on customers &lt;3jetblue
77915,@JetBlue Flying to Boston for the day on Saturday. Snow storm predicted in the evening. I can't afford to be stuck there overnight.-
30481,@Delta kudos on flying to #turksandcaicos so glad im rid of @AmericanAir #luggagepolicy #BadCustomerService 
83399,Ahead of tonight's winter storm. @SouthwestAir and @USAirways have cancelled several flights tonight and early tomorrow morning.
123277,The @virginamerica pilot spoiled us with this mad view of the Las Vegas strip on our flight to SF. wow. _ http://t.co/QyMqcvwcID
147209,I've never flown @JetBlue before. but the individual tvs and free wifi is pretty awesome.
658,A new month means a new issue of @SouthwestAir Spirit Magazine to read on the plane.
149373,Hoping for a birthday present from @SouthwestAir here at Las Vegas Gate C12. My sweater is in lost and found. but they're closed. Miracle?
34530,Oh its a cold morning in MSP. En route on AA 2253. I've missed you this year @AmericanAir http://t.co/MMkP8kfXu8
31618,Can't remember the last @united flight I took that I didn't miss or have to make a dash to my connecting flight. #PoorReliability
42532,wait. my plane has free wifi &amp; unlimited drinks &amp; snacks.... @JetBlue you are the real MVP.
151211,Props to @JetBlue 4 getting my students in air safely w solid service.  Free WiFi...kids are getting Bio HW done at 30k' No excuses kids:)
169549,@united kicks crying baby and pregnant @SarahBlackwood1 off plane. Story on TMZ  http://t.co/tPG7MCm9tM @kicksbabies @WalkOffTheEarth
10627,@DunkinDonuts @JetBlue Vegas baby!! City that never sleeps. like me on dd coffee #DunkinGOSweeps
115598,A trip to go visit my grandpa in Florida turned bust thanks to @JetBlue and their ridiculous delays. He's gonna be so disappointed.
113840,@JetBlue I had to miss a mission trip because of a medical emergency and you guys were amazing helping me through it. Customer for life!
5831,Can't wait to see that commercial again that @united makes us watch before each &amp; every connecting flight abt how they're using social media
14029,Say it ain't so! @americanair late to leave Ohare. which means I'll miss 1hour of Bucs-Giants &amp; now announce wifi isn't working. Damn.
164735,@JetBlue I'm on another airlines for once and miss you guys so much even before takeoff. Thank God I'm flying back with you.
41469,@SouthwestAir wow- busiest travel day of the year... Out of LAX and u cancelled my flight! Say bye 2 few hours of precious family time!
90574,MEGA TEAM FAVORITE PIC. @jetblue E190 in the taxiway today at Boston logan Airport. Waiting to get disconnected so __ http://t.co/BQMt07JbCz
26892,shout-out to @AmericanAir for seating me in the front row on my new flight since I missed my original one. you deserve hugs and $500
33311,@AmericanAir no TV. music. reading light. beer. wine or food choice made 10hr LHR-MIA flight seem far longer! Not looking forward to return
121129,Done with @AlaskaAir after today. After morning snootyness. a super late flight at end of day because of late crew. Awesome.
61171,@JetBlue It's true? This is really sad news! You used to be my favorite airline by far. now you're just another heartless carrier to me. :(
26617,Can__t complain. I__ve got a direct @VirginAmerica flight from Boston. RT @3PercentConf: Let's play the who's flight is longer game.
47962,@joshuadfishman @JetBlue can't wait to hear but I think Chuck is in a 16.000-way tie for best. No. 15.999; @jeff_hofmann marginally lagging
41883,May miss #Thanksgiving 6mos. after mom missed my graduation. @SouthwestAir not changing tire before busiest travel day: bad planning...again
113019,Waiting to board the @united 787 with @user47 and @Scottykagarice. Cc: @JaspreetTravels http://t.co/hHkemoMYMf
167295,Starting the travel week off with the usual @Delta delay. Some things never change.  #Consistency #KeepDescending CC @DeltaAssist
50438,I'll no longer fly @JetBlue - too bad they were great RT @WTOP: Sweet. rider-friendly Jet Blue. we hardly knew ye: http://t.co/LjE0FiT05l
1659,Love to fly with @JetBlue . And had never been in Boston before. Wishing to go someday. #ScoreEvenMore  #BostonCalling2014
96612,Just got an email from @SouthwestAir about my trip on Tuesday. I wish I was done with all my work so I could leave today &amp; get to the warmth
85536,@SouthwestAir missed seeing our first grand baby born due to cancelled flight #512  Feb 1st &amp; now spending time on HOLD to reschedule..HELP
148123,@AmericanAir about to miss an interview because you guys can't maintain an airplane. How do you fix this one?
146741,HUGE THX to JFK @jetblue gate agent Juan S for returning my unknowingly lost wallet moments before my flight to BOS took off! #hero _
116649,Can__t wait for @United to start the Group 2 Deathmatch since there are 2x more Group 2 passengers than overhead spots
119225,@united Our local NJ missing #Dohmboys mom Sandye speaks http://t.co/CpzCkA3GXK   RT help bring them home... http://t.co/aj2zGkGAsO #Dohm
6891,A Twitter analysis reveals the best and worst airlines. with @VirginAmerica coming out on top http://t.co/q01ULIsNwu
118609,@RealPaigeWWE @SouthwestAir Be opra with the kicks. you get a kick and you get a kick everyone gets kicked!
154681,All mom wanted was to see Sarah and @AmericanAir left Sarah with no flight and no way to momma. especially on Mother's Day #disappointing
69629,@JetBlue @kaylorikay WAIT @meeelzz AND I ARE FLYING TOMORROW CAN WE ALSO GET FREE DRINKS WE LOVE YOU.
134896,Which brand wins our attention this week? The @virginamerica safety video never gets old. Top. http://t.co/Gg60SEPrey What's your favourite?
128713,It is true that @DavidDeGea is world class. but if he wants to move to madrid let him go ; he'll never be forgiven by @united fans 4 sur
42334,@JetBlue @JetBlueCheeps No Black Friday sales?? I've been waiting til today hoping there was a sale :(
74099,@sanphrancisco @VirginAmerica our team that flew from SF to Sea had issues with it this morning too
49162,"_@united: Celebrating the first flight of our new Houston-Santiago route! When will we see you there?"" Never! #boycottUnited"
72383,Weather warning. @AlaskaAir from Seattle to Redmond will try to land in RDM. late. but will return to Seattle if it can't land due to fog.
55468,"@kimmasters Funny. On the first read I saw ""no screams"". After reading the rest of the list I wasn't so sure. @united"
